movie_id,title,budget,genre,cast,director,runtime,release_date,production_company,language,country,IMDB_rating,number_of_votes,box_office_revenue
1,Movie_1,24303626.0,Animation,"John Doe A, Samuel L. Jackson, Timothée Chalamet, Taylor Thespian",Steven Spielberg,104.0,2012-01-31,Village Roadshow,English,France,7.3,9641.0,59125969
2712,Movie_2712,9351366.0,War,"Casey Celeb, Brie Larson, Ryan Gosling, Riley Role",Greta Gerwig,150.0,2003-05-30,A24,Chinese,France,5.5,14033.0,6383640
950,Movie_950,7583480.0,Adventure,"Dwayne Johnson, Samuel L. Jackson, Oscar Isaac, Sandra Bullock",Kathryn Bigelow,117.0,2006-10-25,Warner Bros.,German,France,6.1,7147.0,12299789
2647,Movie_2647,85313568.0,Drama,"Tom Hanks, Anya Taylor-Joy",Ava DuVernay,102.0,2013-10-29,20th Century Studios,German,Brazil,5.5,13281.0,128064336
103,Movie_103,39527836.0,Thriller,"Idris Elba, Scarlett Johansson",Kathryn Bigelow,114.0,2008-01-19,A24,English,China,7.8,10986.0,155102444
1908,Movie_1908,31598002.0,Western,"Charlize Theron, Riley Role, Tom Hanks",Pat Quinn,138.0,2021-06-10,New Line Cinema,English,Brazil,6.5,9032.0,24473005
479,Movie_479,20391559.0,Thriller,"Meryl Streep, Chris Evans",Ridley Scott,122.0,2025-05-02,Paramount Pictures,English,Italy,6.5,4903.0,151441320
2384,Movie_2384,30656249.0,Sci-Fi,"Brie Larson, Jane Doe B, Tom Hanks, Viola Davis",Ryan Coogler,117.0,2021-05-31,Universal Pictures,English,UK,7.2,9580.0,85342303
1287,Movie_1287,15185450.0,Biography,"Taylor Thespian, Samuel L. Jackson",Quentin Tarantino,153.0,2017-03-27,Regency Enterprises,Spanish,Germany,7.1,4275.0,15680554
145,Movie_145,26448014.0,Drama,"Amy Adams, Sam Star, Margot Robbie",Sam Mendes,136.0,2022-10-30,Warner Bros.,English,China,5.2,1274.0,23013837
556,Movie_556,8179145.0,Thriller,"Meryl Streep, Ana de Armas, Natalie Portman, Jennifer Lawrence",John Smith,103.0,2015-05-17,Universal Pictures,French,South Korea,8.1,8052.0,11056402
2793,Movie_2793,6244623.0,Horror,"Zendaya, Gal Gadot",Steven Spielberg,106.0,2015-06-21,Warner Bros.,English,Germany,7.6,8953.0,29603730
15,Movie_15,11376920.0,Comedy,"Ryan Gosling, Will Smith, Tom Hanks, Jake Gyllenhaal",Barry Jenkins,97.0,2025-09-23,Blumhouse Productions,Italian,Japan,6.8,12226.0,7583547
2309,Movie_2309,12060491.0,Drama,"Pat Player, Tom Hanks",Zack Snyder,120.0,2015-01-03,Metro-Goldwyn-Mayer,English,France,8.0,10606.0,39712885
1162,Movie_1162,8489773.0,War,"John Doe A, Jennifer Lawrence",Jamie Lee,85.0,2016-06-09,Blumhouse Productions,Spanish,Germany,7.2,11971.0,14587412
701,Movie_701,,Drama,"Pedro Pascal, Saoirse Ronan, Lupita Nyong'o",Steven Spielberg,76.0,2004-01-02,Warner Bros.,Korean,Germany,9.3,9947.0,92670050
908,Movie_908,,Romance,"Tom Hanks, Sam Star",John Smith,75.0,2012-02-18,Annapurna Pictures,Spanish,Germany,6.3,9511.0,27349726
2259,Movie_2259,131093581.0,Crime,"Tom Hanks, Jordan Talent",Alex Rivera,65.0,2021-02-25,NEON,Spanish,India,6.3,13601.0,40683006
195,Movie_195,31206029.0,Adventure,"Margot Robbie, Tom Hanks, Joaquin Phoenix",Ryan Coogler,96.0,2016-11-26,Searchlight Pictures,English,Italy,7.6,13397.0,99305789
1147,Movie_1147,2883150.0,Family,"Saoirse Ronan, Morgan Freeman",John Smith,91.0,2004-07-27,Paramount Pictures,Hindi,Germany,6.4,7693.0,9898500
2877,Movie_2877,42636102.0,Romance,"Tom Holland, Will Smith, Oscar Isaac, Christian Bale",Tim Burton,110.0,2015-02-20,Searchlight Pictures,English,Canada,7.6,17775.0,143719631
1406,Movie_1406,42665478.0,Animation,"Brie Larson, Chris Evans, Oscar Isaac, Riley Role",Peter Jackson,95.0,2018-12-12,Village Roadshow,English,Brazil,9.6,12230.0,101920286
1407,Movie_1407,23488031.0,Horror,"Tom Hanks, Chris Evans, Scarlett Johansson",Jamie Lee,113.0,2020-09-18,Amblin Entertainment,French,France,8.0,15984.0,30938662
204,Movie_204,400000000.0,Drama,"Riley Role, Pedro Pascal, Amy Adams",Jordan Peele,124.0,2000-03-20,Searchlight Pictures,Hindi,Canada,8.7,10415.0,1192472635
189,Movie_189,35393810.0,Family,"Sam Star, Anya Taylor-Joy",Damien Chazelle,117.0,2016-12-30,A24,English,France,6.8,9201.0,90696222
2655,Movie_2655,23261386.0,Comedy,"Saoirse Ronan, Tom Hanks, Christian Bale",Martin Scorsese,116.0,2007-08-23,Focus Features,English,France,7.9,10013.0,71294024
1463,Movie_1463,7621905.0,War,"Samuel L. Jackson, Florence Pugh",Ridley Scott,128.0,2003-02-15,NEON,English,USA,8.9,9249.0,15909383
52,Movie_52,26896233.0,Musical,"John Doe A, Joaquin Phoenix",Jordan Peele,94.0,2013-05-29,New Line Cinema,Korean,India,8.1,10172.0,15574140
2987,Movie_2987,29367014.0,Mystery,"Cate Blanchett, Florence Pugh, Jordan Talent, Jane Doe B",Jamie Lee,120.0,2002-07-26,Paramount Pictures,English,Brazil,7.1,7890.0,57799851
1242,Movie_1242,17964824.0,War,"Pedro Pascal, Amy Adams",Barry Jenkins,89.0,2015-12-19,Regency Enterprises,English,UK,7.3,8109.0,46397613
33,Movie_33,40233663.0,Fantasy,"Dwayne Johnson, Brad Pitt, Alex Actor",Pat Quinn,118.0,2002-10-09,Village Roadshow,French,UK,7.2,13012.0,17227142
1539,Movie_1539,85542463.0,Documentary,"Pat Player, Chris Evans, Denzel Washington",Sam Mendes,116.0,2019-01-29,Focus Features,Spanish,Australia,9.6,10649.0,40187898
175,Movie_175,31234483.0,Drama,"Benedict Cumberbatch, Viola Davis, Tom Hanks, Chris Evans",Guillermo del Toro,123.0,2004-07-16,Regency Enterprises,English,Japan,7.5,11422.0,56026415
528,Movie_528,125801379.0,Horror,"Christian Bale, Riley Role, Morgan Freeman, Morgan Screen",Guy Ritchie,106.0,2010-04-27,Lionsgate,English,South Korea,7.4,14695.0,128721533
140,Movie_140,40361110.0,Musical,"Brie Larson, Cate Blanchett, Jennifer Lawrence",Pat Quinn,136.0,2019-12-24,Paramount Pictures,English,USA,7.3,10185.0,127794905
2817,Movie_2817,73823969.0,Action,"Awkwafina, Idris Elba",Chloe Zhao,96.0,2020-07-20,Village Roadshow,English,Brazil,10.0,10655.0,736719051
1868,Movie_1868,22261546.0,Documentary,"Taylor Thespian, Emma Stone, Denzel Washington, Natalie Portman",Peter Jackson,93.0,2006-06-25,Universal Pictures,English,Canada,8.4,14077.0,52571529
544,Movie_544,6986997.0,Thriller,"Lupita Nyong'o, Margot Robbie, John Doe A",Michael Bay,139.0,2004-06-18,DreamWorks,English,Germany,7.7,11631.0,28134031
782,Movie_782,65241391.0,Western,"Benedict Cumberbatch, Scarlett Johansson",Pat Quinn,75.0,2007-05-29,Universal Pictures,Portuguese,Canada,6.2,14027.0,58700509
1484,Movie_1484,11414131.0,Drama,"Tom Hanks, Will Smith, Florence Pugh, Viola Davis",Barry Jenkins,88.0,2007-04-24,Searchlight Pictures,English,Canada,5.2,6616.0,11764982
2024,Movie_2024,88141857.0,Musical,"Jane Doe B, Timothée Chalamet, Zendaya, Morgan Screen",Guy Ritchie,116.0,2017-12-24,20th Century Studios,English,South Korea,7.3,12114.0,113048976
219,Movie_219,23656433.0,Documentary,"Samuel L. Jackson, Amy Adams, Denzel Washington, Alex Actor",Casey Brown,92.0,2014-11-14,NEON,German,Japan,8.7,11579.0,11378957
818,Movie_818,8056788.0,Western,"Ryan Gosling, Ana de Armas, Alex Actor",John Smith,115.0,2012-12-28,Lionsgate,English,Canada,6.4,12667.0,13987204
2692,Movie_2692,8154726.0,Western,"Jennifer Lawrence, Chris Evans, Brie Larson",Jordan Peele,111.0,2019-03-17,Focus Features,English,Brazil,5.7,7366.0,30668507
765,Movie_765,33998457.0,Adventure,"Christian Bale, John Doe A",John Smith,130.0,2008-12-12,Columbia Pictures,Spanish,Australia,6.3,7878.0,45103173
815,Movie_815,4122706.0,Drama,"Will Smith, Morgan Screen, Benedict Cumberbatch, Joaquin Phoenix",Peter Jackson,79.0,2007-05-27,Walt Disney Pictures,English,China,5.9,8975.0,10885155
2094,Movie_2094,17116345.0,Family,"Dwayne Johnson, Lupita Nyong'o, Scarlett Johansson",Christopher Nolan,115.0,2008-02-01,Focus Features,English,Germany,7.5,9351.0,62414543
2477,Movie_2477,40911926.0,Horror,"Sandra Bullock, Joaquin Phoenix, John Doe A, Morgan Freeman",Denis Villeneuve,72.0,2009-02-21,Paramount Pictures,English,Brazil,7.2,10757.0,223335518
2481,Movie_2481,16485527.0,Documentary,"Morgan Screen, Meryl Streep, Jennifer Lawrence",Chloe Zhao,117.0,2000-03-23,Universal Pictures,German,Brazil,9.3,7063.0,4889483
622,Movie_622,12779514.0,Documentary,"Alex Actor, Anya Taylor-Joy, Viola Davis, Meryl Streep",Denis Villeneuve,72.0,2022-06-11,Warner Bros.,English,France,7.0,6581.0,28613019
1744,Movie_1744,31131303.0,Drama,"Sam Star, Riley Role, Scarlett Johansson, Viola Davis",Peter Jackson,115.0,2019-03-11,DreamWorks,English,South Korea,8.9,11013.0,136019883
1833,Movie_1833,31163148.0,Musical,"Sam Star, Viola Davis, Leonardo DiCaprio",Quentin Tarantino,75.0,2021-02-19,20th Century Studios,English,Japan,7.7,15991.0,159633411
1303,Movie_1303,31902702.0,Drama,"Anya Taylor-Joy, Viola Davis, Zendaya",Christopher Nolan,125.0,2000-11-20,NEON,French,Brazil,9.3,4848.0,86459079
2738,Movie_2738,7200194.0,Musical,"Tom Holland, Oscar Isaac, Scarlett Johansson",Sofia Coppola,67.0,2007-05-14,Village Roadshow,Chinese,South Korea,6.3,14184.0,5224991
2570,Movie_2570,6551565.0,Fantasy,"Denzel Washington, Morgan Freeman, Oscar Isaac, Taylor Thespian",Jane Doe,121.0,2009-10-11,Universal Pictures,English,Italy,6.8,12894.0,12995982
150,Movie_150,18538117.0,War,"Pedro Pascal, Tom Hanks, Chris Evans, Jennifer Lawrence",Guy Ritchie,78.0,2018-11-11,Warner Bros.,English,Canada,7.1,10979.0,43136078
486,Movie_486,1589594.0,War,"Morgan Freeman, Tom Holland, Oscar Isaac, Alex Actor",Denis Villeneuve,137.0,2016-05-30,Warner Bros.,Spanish,India,8.2,12538.0,4261637
2710,Movie_2710,211260148.0,Mystery,"Timothée Chalamet, Jane Doe B, Benedict Cumberbatch, Zendaya",Tim Burton,155.0,2017-10-29,NEON,English,South Korea,8.1,16961.0,182100931
2579,Movie_2579,10343972.0,Sci-Fi,"Margot Robbie, Morgan Screen",David Fincher,102.0,2006-11-10,NEON,English,UK,7.2,9627.0,62446444
1979,Movie_1979,13227186.0,Action,"Denzel Washington, Meryl Streep, Lupita Nyong'o, Dwayne Johnson",Taylor Green,77.0,2002-03-27,Walt Disney Pictures,Chinese,Italy,7.7,8692.0,22015914
2622,Movie_2622,9819061.0,Romance,"Robert Downey Jr., Viola Davis, Joaquin Phoenix",Kathryn Bigelow,145.0,2014-08-17,Amblin Entertainment,Hindi,Australia,7.4,16127.0,14933396
533,Movie_533,222424886.0,Documentary,"Will Smith, Awkwafina, Anya Taylor-Joy",Chloe Zhao,87.0,2002-07-13,Annapurna Pictures,English,Brazil,7.3,17818.0,279235355
258,Movie_258,,Musical,"Leonardo DiCaprio, Cate Blanchett, Lupita Nyong'o, Meryl Streep",Jane Doe,94.0,2025-02-13,Columbia Pictures,English,South Korea,7.6,10911.0,4455500
846,Movie_846,19054009.0,Comedy,"Emma Stone, Robert Downey Jr., Anya Taylor-Joy",Ridley Scott,91.0,2015-12-15,Metro-Goldwyn-Mayer,Hindi,Brazil,7.9,9913.0,16521480
1814,Movie_1814,400000000.0,Drama,"Morgan Screen, Robert Downey Jr., Margot Robbie",Christopher Nolan,109.0,2016-02-14,Focus Features,English,USA,6.9,14739.0,874151424
568,Movie_568,60709605.0,Thriller,"John Doe A, Ryan Gosling, Will Smith, Gal Gadot",Taika Waititi,114.0,2019-08-21,Searchlight Pictures,English,South Korea,8.0,11417.0,124460053
2568,Movie_2568,7087057.0,Crime,"Tom Holland, Oscar Isaac",Patty Jenkins,157.0,2016-07-11,Paramount Pictures,English,Canada,7.6,10941.0,9889355
2988,Movie_2988,3826049.0,Romance,"Dwayne Johnson, Denzel Washington, Morgan Freeman",Drew White,124.0,2002-05-01,NEON,English,Japan,6.5,7441.0,10986571
2297,Movie_2297,7907684.0,Thriller,"Will Smith, Brie Larson, Amy Adams, Lupita Nyong'o",Michael Bay,90.0,2007-03-17,Focus Features,English,Italy,7.7,9550.0,14175968
745,Movie_745,15360388.0,Family,"Zendaya, Timothée Chalamet",Taika Waititi,137.0,2004-02-06,Annapurna Pictures,French,UK,6.4,12679.0,13910066
507,Movie_507,103880777.0,Fantasy,"Gal Gadot, Morgan Screen",Jordan Peele,105.0,2014-02-18,NEON,English,China,7.3,14997.0,372552202
1150,Movie_1150,36298537.0,Comedy,"John Doe A, Jake Gyllenhaal, Leonardo DiCaprio",Sofia Coppola,68.0,2014-04-02,Focus Features,English,Italy,8.3,8464.0,50078967
2023,Movie_2023,12963495.0,Mystery,"Samuel L. Jackson, Viola Davis",Taika Waititi,146.0,2021-03-09,Warner Bros.,Portuguese,Japan,5.9,6544.0,19634739
534,Movie_534,8366174.0,Documentary,"Cate Blanchett, Will Smith, Brad Pitt, Benedict Cumberbatch",Wes Anderson,86.0,2000-04-12,Universal Pictures,English,Canada,8.0,12866.0,25611986
1398,Movie_1398,9665635.0,Crime,"Oscar Isaac, Timothée Chalamet, Meryl Streep, Robert Downey Jr.",Steven Spielberg,60.0,2016-03-21,Amblin Entertainment,English,China,5.9,8647.0,15422946
2753,Movie_2753,15012449.0,Romance,"Alex Actor, Morgan Screen, Scarlett Johansson",Ava DuVernay,80.0,2011-06-17,Columbia Pictures,English,Australia,6.8,7392.0,19508063
2026,Movie_2026,23606925.0,Crime,"Ana de Armas, Benedict Cumberbatch, Jane Doe B, Meryl Streep",Chloe Zhao,65.0,2020-07-19,Regency Enterprises,English,Italy,8.8,12608.0,78300878
788,Movie_788,8285626.0,Western,"Jordan Talent, Saoirse Ronan",John Smith,91.0,2021-05-25,Universal Pictures,Korean,Canada,7.8,3661.0,6851503
1703,Movie_1703,2487602.0,Thriller,"Pat Player, Jane Doe B",Pat Quinn,111.0,2007-10-27,Amblin Entertainment,English,India,6.9,6176.0,3241783
197,Movie_197,62702240.0,Romance,"Amy Adams, Timothée Chalamet, Benedict Cumberbatch, Zendaya",Peter Jackson,143.0,2023-11-04,Legendary Entertainment,German,France,9.9,12070.0,192074350
1058,Movie_1058,176966775.0,Romance,"Gal Gadot, Oscar Isaac, Jake Gyllenhaal",Guy Ritchie,114.0,2013-05-14,20th Century Studios,Japanese,Italy,8.8,11896.0,101373242
292,Movie_292,,Thriller,"Chris Evans, Sam Star, Jordan Talent",James Cameron,87.0,2018-07-19,Annapurna Pictures,English,France,7.5,8714.0,68154786
1914,Movie_1914,11518375.0,Biography,"Christian Bale, Robert Downey Jr., Zendaya, Pat Player",Tim Burton,121.0,2002-12-25,Regency Enterprises,English,Canada,7.0,9902.0,22995642
1458,Movie_1458,39232582.0,Thriller,"John Doe A, Sandra Bullock",Ridley Scott,146.0,2010-08-09,Warner Bros.,Spanish,USA,8.8,12237.0,73975777
46,Movie_46,18581093.0,Horror,"Pedro Pascal, Viola Davis",Morgan Blake,150.0,2005-01-20,A24,Italian,Japan,7.4,7209.0,13569937
2156,Movie_2156,14594303.0,Fantasy,"Robert Downey Jr., Natalie Portman",Barry Jenkins,,2006-02-06,Regency Enterprises,English,Germany,7.1,10323.0,86596302
2367,Movie_2367,54220528.0,Biography,"Morgan Freeman, Brie Larson",Ridley Scott,145.0,2002-12-31,DreamWorks,English,France,6.3,9012.0,284346957
